HASH_KEY,AGE_GROUP,INCOME_CATEGORY,HOUSEHOLD_OCCUPANCY,CHILDREN_AT_HOME,HOUSEHOLD_SIZE,NUMBER_OF_BEDROOMS,OCCUPATION,EMPLOYMENT_STATUS,HIGHEST_QUALIFICATION,HOME_OWNERSHIP,HOME_TYPE,HOME_VALUE,SOCIAL_GRADE,TARIFF_GROUP,ESTIMATED_CONSUMPTION_ELEC_DAY,ESTIMATED_CONSUMPTION_ELEC_NIGHT,ESTIMATED_CONSUMPTION_TOTAL
bb2c60c2290a0a25266d385ca3b1758302cf1870b447fa18f7b07acd5a4d69c2,75+,"30,000-39,999",Single Adult Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade C1,EDF Essentials,3212,0,3212
8ecf52790ccee20d37a6341e950313ff3fcf2c2b45c6ed802ff993492f52cc55,25-34,"75,000-99,999",Single Adult Household,0,1,2,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade C1,Deemed,2892,0,2892
8f1fe07d9d286103e4e9cf0dd2217332540d0ef7c501793699fae4e19a12105a,18-24,"50,000-74,999",Multi-Occupancy Household,0,3-4,3,Student,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,EDF Essentials,2414,0,2414
89647b12937a514ff881cdf7922b1027a01d9b688457b5cecee5860e2c576f13,55-64,"50,000-74,999",Couple Household,0,2,3,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,500k+,Social grade C1,Fix Total Service,6287,0,6287
606458b2140f887ca8127a48c1a65a1cd295eac3080aa6c1ec597f9e8ba3ed8d,65-74,"10,000-19,999",Single Adult Household,0,1,1,Looking after home,Not Employed,A Level Equivalent,Social Renting,Flat or Maisonette,150-250k,Social grade D,Total Service,2549,0,2549
25767040a731b7fe0ac9c7b275ca94314e7d51685ca8102430e935c5edc65e2d,55-64,"50,000-74,999",Couple Household,0,2,3,Office Worker,Employed,A Level Equivalent,Owner Occupied,Terraced House,250-500k,Social grade C1,Standard,1674,0,1674
07659aea04d472e70edbe9c2b1593af65697e0152ac46a15c4ed0135b9500955,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Easy Online,2593,0,2593
3f3ada98874e6be863e177c9cb853be653944212401e1b18e841c5a1dd3d4d6b,45-54,"40,000-49,999",Couple Household,0,2,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,EDF Essentials,3493,0,3493
18cb896d2f916856ea61d88c1462e85df273213edd3c5d0035b1c7c96a6d76f7,25-34,"30,000-39,999",Couple Household,1,3-4,2,Service Sector,Employed,A Level Equivalent,Owner Occupied,Terraced House,100-150k,Social grade C1,Standard,2777,0,2777
4d9be6c24706aad86d60822db87dc4238b49629314c86362becc4cac2ec98aa0,55-64,"40,000-49,999",Couple Household,Unknown,5+,3,Service Sector,Employed,GCSE Equivalent,Social Renting,Flat or Maisonette,250-500k,Social grade D,Essentials Exclusive,5856,0,5856
1e6ead91a05dc21adf07a8d19a096a05c195aba3b655e05ee6296709725f8121,45-54,"30,000-39,999",Single Adult Household,0,1,2,Skilled Manual Worker,Employed,GCSE Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C2,Standard,2569,0,2569
10ed63d0041b585740df06f5390e383145b15cf22b5655232722ecd6c8935aab,18-24,"0-9,999",Couple Household,1,5+,3,Skilled Manual Worker,Employed,A Level Equivalent,Social Renting,Terraced House,150-250k,Social grade D,Standard,3337,0,3337
29476bb8442edc891ebd8674dbb84fc046d29e27947b0ef1dd609800a999de78,65-74,"100,000+",Couple Household,0,2,5+,Retired,Not Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,6536,0,6536
a0f0baf33355678ef6df2b0f96da10dc88a2e1e556bc77957d727966ed8c27c3,45-54,"100,000+",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade B,Standard,4665,0,4665
ada98028886af1bf82c80007c8caf4a1045ca4ca6a95c4abc3989cb47c2da951,65-74,"20,000-29,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Standard,3904,0,3904
d4382f70e0b0677222ac9268b3f1dd6a743809578cd4f07e7f8d1cdb7122b5f9,65-74,"20,000-29,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Standard,5037,0,5037
1e04246313c257eaec3428163ab2c958ccdab7a9f194632e8d479f32783075a0,45-54,"50,000-74,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Standard,4805,0,4805
48f2e4b516d32563e5d1e1b40530764aa69800066ace23c18f9b0e584f8a3959,65-74,"20,000-29,999",Single Adult Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,Standard,3868,0,3868
ef0370b12fd7a4cb60d8e10da64a58e95cd7bf94632f1b72d7cb1cca2a68610c,55-64,"50,000-74,999",Couple Household,0,2,4,Professional,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Standard,778,0,778
17e0481f6038dcb96414330483b048cfd9eaf75829ac4e3709ea0d56e8cbdb70,18-24,"100,000+",Couple Household,0,2,5+,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,2737,0,2737
af8d651ba52df5970d84ad540d9e16557e469f3ffaed6728adbc47c4b781e055,75+,"50,000-74,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,5266,0,5266
271cd5c0192b9c214dc74e173a1c6b5c217d152a29304b1e3a4b08a26bfe10e2,75+,"10,000-19,999",Single Adult Household,0,1,3,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Terraced House,250-500k,Social grade C1,Essentials Exclusive,1343,0,1343
85114015931250f568424bf0cf6315c4a47614c6ca82b8b21cf61dff138b5562,35-44,"75,000-99,999",Couple Household,2+,5+,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,EDF Essentials,1923,0,1923
61e20b8b9278657507abd8751978ab1c3540b07183b5de525c8f65796c09d821,45-54,"20,000-29,999",Couple Household,0,2,3,Office Worker,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,EDF Essentials,2571,0,2571
d71aba5a959122cd74906005a7929d000c2a913e8d353914e8332cdc2cd50290,55-64,"50,000-74,999",Couple Household,0,2,4,Director/Managerial,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Standard,1989,0,1989
6cef2d259270fc54d2ca528e7ab8b898f44fff55249d1977725f3652a63bb72f,65-74,"30,000-39,999",Couple Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Easy Online,5510,0,5510
0c40a250c1840353508b566e1fdcd0b761714d44d3c750f550ef584b2299397a,45-54,"100,000+",Couple Household,2+,3-4,5+,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade B,Standard,4922,0,4922
1434825455c03c984d5ff31ae1a89df8af55068372ea8aa81143e1bdb3409643,55-64,"20,000-29,999",Single Adult Household,0,2,3,Skilled Manual Worker,Employed,A Level Equivalent,Social Renting,Terraced House,0-100k,Social grade C2,Standard,5449,0,5449
44e23886aabb4a20399908f26054df527cb1095ed3f760a1a1adff72db9094c5,25-34,"20,000-29,999",Single Adult Household,0,1,2,Looking after home,Not Employed,GCSE Equivalent,Private Renting,Flat or Maisonette,100-150k,Social grade C1,Deemed,1209,0,1209
aa8b4b7f71aa5ab1ddbde176fdae866f40515b14023980bac3e2ffb647d62ee6,25-34,"75,000-99,999",Couple Household,1,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Standard,5036,0,5036
dad04db3019f5dca5f797fc8ee523abc23561f1fdf6e80cdb9da5b59e9bceb09,55-64,"20,000-29,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Deemed,4946,0,4946
da33a6730b40a2a89caf15a55cbe82fc870be5b05a3405243a02c991fbf82e39,25-34,"50,000-74,999",Couple Household,2+,3-4,3,Service Sector,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,EDF Essentials,1782,0,1782
99c3e131a9ec2c5049e73dd26bfd5615da26248792ccfd02691b6658070ad16c,65-74,"30,000-39,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,500k+,Social grade B,EDF Essentials,5077,0,5077
3c836c424a2176cbbe5c31cd47298042c1d5c6140acbd9ecc8981b71cd3ea903,55-64,"100,000+",Couple Household,0,2,5+,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Deemed,9524,0,9524
9a44def1b118a815c9c2576adf1e3455f991e3e0346f1455aba529960d904d73,35-44,"50,000-74,999",Couple Household,1,3-4,2,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,Easy Online,2550,0,2550
f6a8bf8272fbba4396f249d5c3a3737c25e516c24d56eadef9ff502bf9529856,55-64,"75,000-99,999",Couple Household,0,2,5+,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade B,Standard,6339,0,6339
98047d834bbc0ecd55f5a01ae028a7b578bd9248109a9a3bb56bb0db586fc04f,18-24,"100,000+",Multi-Occupancy Household,0,3-4,5+,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,500k+,Social grade B,Fix Total Service,2660,0,2660
4aa2cd7cf5213b1740ffbe9a05986092272f01ca25cc1b2938fa6a235eb9cdc8,25-34,"50,000-74,999",Couple Household,2+,3-4,3,Skilled Manual Worker,Employed,University Degree or Higher,Private Renting,Terraced House,250-500k,Social grade C2,EDF Essentials,2611,0,2611
c6be7f63eb7e8aca1be5d856de6fe1bb1577d59575a76735732a2a3eb32d5dc7,55-64,"30,000-39,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C2,EDF Essentials,2968,0,2968
96a8eb555296e9ea2b1560f1a9c4970b4a47951e15bf12a35e810f94c8199546,65-74,"30,000-39,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Standard,2597,0,2597
09e290c5a8c07099ab36be8abdd55065cc7de7bc08ae412a2482eaec670d5f4e,65-74,"20,000-29,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,250-500k,Social grade C1,EDF Essentials,1391,0,1391
ee0ab194e56882cae6cde3f58036590fe28ef7f5616b95e919d0b2eb020ca775,45-54,"50,000-74,999",Couple Household,0,3-4,3,Professional,Employed,University Degree or Higher,Private Renting,Semi-Detached House,250-500k,Social grade C1,Deemed,1193,0,1193
d0ae3f2bd761f1340036890345d80be571db5494cab0a6a4729c94c111cb8494,25-34,"20,000-29,999",Single Adult Household,0,1,2,Service Sector,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,100-150k,Social grade C2,Deemed,1031,0,1031
0950082c2f6b36baf80a48c0d4b25e8cf965c9ce4ea06aa0af0aedce1022ef41,55-64,"50,000-74,999",Single Adult Household,0,1,2,Professional,Employed,University Degree or Higher,Owner Occupied,Flat or Maisonette,150-250k,Social grade C1,Standard,1896,0,1896
33d83cf480830c9a7b7ef6686459ddd27a9a65b8ad5f2c13a0b023d9e1726459,65-74,"10,000-19,999",Single Adult Household,0,1,1,Retired,Not Employed,A Level Equivalent,Owner Occupied,Flat or Maisonette,0-100k,Unknown,Standard,1728,0,1728
ba0094d2fc8a6a5f53ac93dbe2ebea54077fe5d2dc594254669bdabf72ac600c,55-64,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Standard,6711,0,6711
e9713d39d7913de05369ef6717dfe3d8a0bd264d1bde3c7159ac6bfd28601557,35-44,"20,000-29,999",Single Adult Household,0,2,2,Looking after home,Not Employed,A Level Equivalent,Social Renting,Terraced House,0-100k,Social grade D,Fix Total Service,1656,0,1656
22aa8a39c51f9a1e17a12a56cef8d9879376de8279f795f6c77984c8f9ff08ba,75+,"30,000-39,999",Single Adult Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade A,EDF Essentials,6324,0,6324
35286ee2f8408bf0b1e774a0108dd12d4bbd657dde603bf8ff35bad233ca64f4,55-64,"50,000-74,999",Couple Household,0,2,5+,Looking after home,Not Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C1,Essentials Exclusive,1875,0,1875
7f8bcde2bcbbb1247fb61b9244421117edcdd46ed912720f2f1e6158bac63cd8,45-54,"10,000-19,999",Single Adult Household,0,1,1,Office Worker,Employed,GCSE Equivalent,Social Renting,Flat or Maisonette,150-250k,Unknown,Standard,1924,0,1924
313c7837e442fd88c8861898b119171e1d1680c39a88e9d1afd2db04a1c245b3,75+,"50,000-74,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,Deemed,3097,0,3097
5f6d002290c4d0bd872ba20764dbb7e359210fcea31e20a7a7654a4e7d722ed4,65-74,"20,000-29,999",Single Adult Household,0,2,3,Retired,Not Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Standard,1375,0,1375
d105ef882e09d20300e5ddd9ae01da88e4f1b292f4a072b265afd53a75618ebf,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Skilled Manual Worker,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Engage,4703,0,4703
77c5c06af1411045cf670d23cb6427299b836a81a84c2b2b5f2fa2dfbc8357a2,35-44,"40,000-49,999",Single Adult Household,2+,3-4,2,Skilled Manual Worker,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade C1,Standard,4023,0,4023
f4b413ff206c45c1c2144764add2525d09c2064b71bf946944e29ce46f2580b2,65-74,"20,000-29,999",Single Adult Household,0,1,1,Retired,Not Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade C1,EDF Essentials,684,0,684
029cf457eace7f2a0ed8f55912f926ba9855f3748a117f73fc9b2d76e72a1207,65-74,"20,000-29,999",Couple Household,0,2,3,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Easy Online,2455,0,2455
b2bf72d74ab2b253e91862d443f9276f0b2508d9fed7e03c311f955a737a0db3,75+,"40,000-49,999",Single Adult Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Fix Total Service,1883,0,1883
1c43198b4b03f72f98e42ea86234a677901f3c3e7e62f8062190f6efaf7a22b3,55-64,"50,000-74,999",Couple Household,Unknown,3-4,4,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Standard,7217,0,7217
35c5e4aacb7fa66170714b9d6b72fa6199d3092ba039ccda6d6995fcb5d0c6a5,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Skilled Manual Worker,Employed,University Degree or Higher,Private Renting,Terraced House,250-500k,Social grade B,Standard,2499,0,2499
e997f9f0a2ff589f81a902fe0d9edaa0d88067ab390e32432dad5bc422e8f8e5,55-64,"75,000-99,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade C1,Standard,4048,0,4048
ff183e46e2937963c9c61af28b215a83d67e3fdc3396e3b52c199f3a55464f9e,75+,"10,000-19,999",Single Adult Household,0,2,2,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Unknown,EDF Essentials,2739,0,2739
a99cf1a3323b65c39c966d877590ddd264e44dd49b8e7e4f72678d59cf505d49,55-64,"20,000-29,999",Single Adult Household,0,1,2,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C1,EDF Essentials,4438,0,4438
152601bc17d06ef4016f925657e574a322125f973481f2ef417a54dbedadd4ab,18-24,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,4194,0,4194
c2eac281cfda0c5be9f82108543d862cf7cbb28accad3828e843d017e287d7cf,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Skilled Manual Worker,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,150-250k,Social grade B,Engage,1666,0,1666
2e95290cc593c1c6e0fd0d0e232f6bde3e522ac267e071a5ee9658ae7458dad2,55-64,"100,000+",Couple Household,0,2,4,Looking after home,Not Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade B,EDF Essentials,5418,0,5418
8b9e7c6df0b3bf4cabb3885d7cb81ec8057c5fd2f06c74b1c0d00a9d72e4f3d1,45-54,"100,000+",Couple Household,1,3-4,4,Director/Managerial,Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade A,EDF Essentials,4349,0,4349
be9d08477c1ffa73dd2090c0221c0aa875cfed40f96f039bb7140661d3867a1b,25-34,"20,000-29,999",Couple Household,1,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Terraced House,100-150k,Social grade C2,Standard,3470,0,3470
4891fbbab8d2f4a836931688f8639efc822ca272b75ca55fd42c227f2c2c8c3e,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,EDF Essentials,4678,0,4678
a47b3ba2b5600784717e0439d5316bb83e7c0bb18d588f7d8602834178776d31,55-64,"75,000-99,999",Couple Household,0,2,3,Office Worker,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade C2,Standard,2855,0,2855
f829e3ab557b14315c18052c22d9eb0239e0e6c3b6c4c855ed8c48e4346827f5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,EDF Essentials,9063,0,9063
162f841ac6ea9a327130b2c2c54cfa25f35cd78678f68a3c776e4e931830776c,45-54,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C1,Easy Online,3061,0,3061
aa27e334abe87dc0cd53ba94ff63a791905ff614b0e18bba2922f4cb7fe497e9,35-44,"50,000-74,999",Couple Household,0,2,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,EDF Essentials,1686,0,1686
320973a0d7774000f695486db838815fd69b1335e78cc5ea2de2c9f4073c729d,55-64,"20,000-29,999",Couple Household,0,2,4,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Easy Online,2106,0,2106
0f3bbcec3414da20aa3f5a3eb33dbe110a419286a7399920df6dbc689b258c3b,55-64,"30,000-39,999",Couple Household,2+,3-4,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Detached House,0-100k,Social grade D,Standard,2548,0,2548
526df3f5513b20f0c22e5dec229b5baa7d928fb8f7f3effeaf0e6b49e794c0ca,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Standard,1675,0,1675
b170c5720693611c0b40bc5596cf42a9f0f4a8188bc4065e2a54a57380e54cec,35-44,"40,000-49,999",Couple Household,1,5+,2,Skilled Manual Worker,Employed,University Degree or Higher,Private Renting,Terraced House,250-500k,Social grade D,Deemed,2684,0,2684
c7626e3ac947599fdf23aa7707563c69ad5d8ac2b2f38e5260694f9ba8d1991a,55-64,"100,000+",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,1963,0,1963
71258e6dd1bda416bf596c4f0434f0d2400b9b2eb9d500004d2c00a34492dc07,25-34,"20,000-29,999",Single Adult Household,1,2,2,Service Sector,Employed,University Degree or Higher,Private Renting,Terraced House,0-100k,Social grade C1,EDF Essentials,2387,0,2387
376bd1b9f819fe18b9348f5af8e81c35ebaa4566742b9cf119ac3d0910cf53b8,55-64,"50,000-74,999",Couple Household,0,2,5+,Office Worker,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Deemed,1265,0,1265
7c3540686a2915f2ba7c0d4802323d98804d68716f1fd0aae4e3418de12203ec,55-64,"20,000-29,999",Single Adult Household,0,2,2,Service Sector,Employed,GCSE Equivalent,Owner Occupied,Terraced House,150-250k,Social grade D,EDF Essentials,2388,0,2388
6aa1ef40b83d19012a22058080b2dd33e6d4f63bf086c82414df709035e2ff10,65-74,"20,000-29,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Standard,3672,0,3672
62c0559d63a555600f7f40c28f22e8c15d82dc54767f0ef65c542ccd71b7da4f,55-64,"100,000+",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,EDF Essentials,3890,0,3890
1a611313a1712e89da13d22e6c42ffa38214ebade5987188209f45ef1cffaa33,35-44,"30,000-39,999",Couple Household,1,2,3,Service Sector,Employed,University Degree or Higher,Owner Occupied,Detached House,150-250k,Social grade C1,EDF Essentials,3963,0,3963
cfae0db623cb3e8c9b276c1e17911a6e4d7c66fe50353cfeb4efbc127a893ae3,65-74,"40,000-49,999",Single Adult Household,0,1,2,Retired,Not Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Essentials Exclusive,5730,0,5730
e3fc64931c18ee3fa522e6d1f1db36c3ab23dbf0d78eaacf105ecd203fe22641,35-44,"10,000-19,999",Couple Household,2+,3-4,3,Service Sector,Employed,GCSE Equivalent,Social Renting,Semi-Detached House,150-250k,Social grade D,Fix Total Service,2996,0,2996
38bb852b4ef7210ad7f3b29cd0a88846e87aca930c82c4bdf9278b5a6f97c55e,45-54,"40,000-49,999",Couple Household,1,3-4,3,Professional,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade D,Fix Total Service,3115,0,3115
6e77d95675c8945c4fe59ab7b3b5b790724e076de77e18e3a2d48ede976f12fa,65-74,"20,000-29,999",Couple Household,0,2,2,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,EDF Essentials,2780,0,2780
89dd3366d54aedab3eaffde507b970020acc0a04438be9b7322e366b4d974728,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Standard,2522,0,2522
a82dea6c275317fa352c580fb2ed2b696d2779afbd5a46e9eeff222365565698,75+,"20,000-29,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,EDF Essentials,5849,0,5849
608aa1b5ede85823fe219d1b383d27383cd6a27f3137839d8e3df6be1a05daca,35-44,"50,000-74,999",Couple Household,1,3-4,2,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,150-250k,Social grade C1,Deemed,1064,0,1064
35c2df60ad29329f8eb4247096ea0d74b49397a4e417187c37584607ed196655,65-74,"50,000-74,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,Engage,4973,0,4973
1cba45029f999f60f75f38ec7ef8e223805c683109d1010a9d2e1b3a4fc3ca31,75+,"20,000-29,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,500k+,Social grade B,EDF Essentials,2161,0,2161
b3c2f518b875bea81c6792474fdb17c71fb4696838c61694ed54a20082a13561,75+,"75,000-99,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,Deemed,2159,0,2159
981fb2cd36c3e2b0479ffb71ce33b93eb82a602c4320caff0a6871ea712f1879,45-54,"50,000-74,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,EDF Essentials,3058,0,3058
967ceba155b311d98f80459919ce8967e57e2f4993e90ee7c5fabf98dc0308f6,55-64,"75,000-99,999",Couple Household,0,2,4,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,9504,0,9504
e9d01c452b4ea0d385c40f8b487fe044fa8db7487a79f08d3ac49d4aa2e1573e,75+,"10,000-19,999",Single Adult Household,0,1,3,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Terraced House,250-500k,Social grade C2,Easy Online,1625,0,1625
9c87d86e2c6f2d6b2b160cbb40e8b34bc2d69f3c17595027c1ff2daf8ac73645,65-74,"10,000-19,999",Single Adult Household,0,1,1,Retired,Not Employed,Secondary Education or Less,Social Renting,Flat or Maisonette,150-250k,Unknown,EDF Essentials,1679,0,1679
f5503cc815f40360097b37a46ac1ea93723be4019d5d233d0c1930c54e10ca38,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Skilled Manual Worker,Employed,University Degree or Higher,Owner Occupied,Terraced House,150-250k,Social grade C1,Standard,2044,0,2044
e2fd4b11580f9e603812d7138cf08543d7a6819b65678b5afda96a337e6b3786,55-64,"40,000-49,999",Couple Household,1,3-4,3,Service Sector,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,EDF Essentials,2269,0,2269
d99d69bd28dce2e37daf2ad3571f1d89d28bb8cc811a102eb7ffcf63bc529187,25-34,"50,000-74,999",Couple Household,1,3-4,5+,Service Sector,Employed,University Degree or Higher,Private Renting,Detached House,250-500k,Social grade C2,Deemed,4505,0,4505
38361dc30e3142c58d41503db7b31360cc6ede7b8f5c59fcabc87bc0f576b02d,55-64,"40,000-49,999",Couple Household,0,2,4,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C1,Standard,3925,0,3925
890880c1ba1d93134665b9e9c6320f2db62d74a471e5af6f94f1bb38b6b5bf73,55-64,"40,000-49,999",Couple Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,250-500k,Social grade B,Standard,3514,0,3514
c4885171e7a437ba4c59c4dfbd6f17ef48c3498dae935a9c0f7d7cd44ecbc34c,65-74,"10,000-19,999",Single Adult Household,0,1,5+,Retired,Not Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade C1,EDF Essentials,2385,0,2385
f65d98d846fa18579a9797f22f4f41535bc73e116804e5e924eb350abf9efc48,55-64,"20,000-29,999",Single Adult Household,0,1,2,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,100-150k,Social grade D,Standard,629,0,629
8618b460c73d25c848290d42e74c3547ae7a21ca12c47a3f5b3b8f7c4e35b5bc,55-64,"75,000-99,999",Couple Household,1,3-4,5+,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,5314,0,5314
ab42fe6116936d0cc2421e3e1f5d7269776e9a8c7122bd245ca6eb2f06551036,35-44,"75,000-99,999",Couple Household,2+,3-4,2,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade B,Standard,1877,0,1877
