ANON_ID,Group,Post,Pre,AGE_GROUP,INCOME_CATEGORY,HOUSEHOLD_OCCUPANCY,CHILDREN_AT_HOME,HOUSEHOLD_SIZE,NUMBER_OF_BEDROOMS,OCCUPATION,EMPLOYMENT_STATUS,HIGHEST_QUALIFICATION,HOME_OWNERSHIP,HOME_TYPE,HOME_VALUE,SOCIAL_GRADE,TARIFF_GROUP,Delta,Delta_pct,Cluster
10c0223dadc0118841cbd9f7dde862cb9b7fd6f01aa4a73117ad2f6650a37dd3,Intervention,0.1687338078291815,0.17702369888475836,25-34,"30,000-39,999",Multi-Occupancy Household,1,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Private Renting,Semi-Detached House,100-150k,Social grade C2,Total Service,-0.00828989105557687,-0.046829272621704464,4.0
11fa2ddc5779f501986b6350211b6a158cd158559517d1c7ddfe42bbe08c2a64,Intervention,0.17856116642958747,0.1580631090487239,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Fix Total Service,0.020498057380863577,0.12968274193913856,5.0
13cc86209ead5f27c5c4731eba044d0bdf0227e5726453d807578a77b402179b,Intervention,0.27508645533141207,0.27110394431554524,55-64,"100,000+",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Fix Total Service,0.00398251101586683,0.014689978140751346,4.0
15dd33431405b0d7a01356b9efbc54d76529bb69026c80197ad0b89c7086a280,Intervention,0.16690976331360946,0.18185661424606844,55-64,"50,000-74,999",Couple Household,0,2,3,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Fix Total Service,-0.014946850932458983,-0.08219030687679328,5.0
162f841ac6ea9a327130b2c2c54cfa25f35cd78678f68a3c776e4e931830776c,Intervention,0.2236778093883357,0.2996320930232558,45-54,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C1,Easy Online,-0.07595428363492007,-0.25349181680957295,1.0
16867c0cf563b80eaca5e04f02952e22df88b4f50420fb4ad52cc20620e2b9b8,Intervention,0.3327505543237251,0.362324487895717,18-24,"75,000-99,999",Couple Household,1,5+,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,-0.029573933571991895,-0.0816227844376441,7.0
17968d424008489a1174d17822c446b8c1b3c55236b4e57c5cdd6fc96cf7f59d,Intervention,0.23743401759530794,0.22852658344891355,55-64,"0-9,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,GCSE Equivalent,Owner Occupied,Terraced House,250-500k,Social grade C2,Standard,0.008907434146394388,0.03897767170875164,5.0
17e0481f6038dcb96414330483b048cfd9eaf75829ac4e3709ea0d56e8cbdb70,Intervention,0.18056258890469418,0.2147571825764597,18-24,"100,000+",Couple Household,0,2,5+,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,-0.03419459367176553,-0.15922444717112674,1.0
18605a15ee1f0dce66ea9a09e8c08b7d6dcb9178e9095d422d20fb58020e17ba,Intervention,0.451647102526003,0.3633442164179104,35-44,"40,000-49,999",Couple Household,1,3-4,3,Professional,Employed,GCSE Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C1,Standard,0.08830288610809256,0.24302818682141494,1.0
18b5ae3baef3d8724f499eff3e5fb95dd63585fc237daba2d90daf580befbaf5,Intervention,0.19164598540145986,0.1914463955637708,75+,"10,000-19,999",Single Adult Household,0,1,3,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,EDF Essentials,0.00019958983768905703,0.0010425364086970948,5.0
18cb896d2f916856ea61d88c1462e85df273213edd3c5d0035b1c7c96a6d76f7,Intervention,0.358480631276901,0.2601150646950092,25-34,"30,000-39,999",Couple Household,1,3-4,2,Service Sector,Employed,A Level Equivalent,Owner Occupied,Terraced House,100-150k,Social grade C1,Standard,0.09836556658189177,0.37816174429277144,1.0
18d3816d7ddddda6860970038fe500a319699dcf5159eeb9e3436778fff715e7,Intervention,0.37829069767441864,0.3250622586872587,35-44,"75,000-99,999",Couple Household,2+,3-4,2,Professional,Employed,University Degree or Higher,Private Renting,Semi-Detached House,250-500k,Social grade C2,Deemed,0.053228438987159954,0.1637484437661859,7.0
1a5a8ef6ddf8f27f44addba277d7ef78b3aff3fb2d7d66cb07348e806193aafc,Intervention,0.23868271334792124,0.3309313861845155,35-44,"50,000-74,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Flat or Maisonette,250-500k,Social grade C1,Standard,-0.09224867283659427,-0.27875468054021235,1.0
1b0061836ffb2643c85766756ad14d50602d80c1068ed366d2ffa711788e94d8,Intervention,0.18588620199146513,0.21031788693234477,65-74,"100,000+",Couple Household,0,2,5+,Retired,Not Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade B,Standard,-0.024431684940879633,-0.11616551163210782,5.0
1b47b1ff3476d76c669092ff3227b63a8c03ee82682aaae5ea062654baea9448,Intervention,0.11601800847457627,0.18084144059869037,65-74,"20,000-29,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C1,Standard,-0.0648234321241141,-0.35845452187015775,0.0
1c2ed62b59080710c468b874c09552ffd6f09160520c08c1add99e6787cfa219,Intervention,0.19554159733777038,0.25247403525488327,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,EDF Essentials,-0.05693243791711289,-0.2254981897827124,7.0
1c696635d935bdfc6d3c8ae795cf4eede4f57570816c59e40ffd172dcf6492be,Intervention,0.07742958748221906,0.09804441327723236,55-64,"30,000-39,999",Couple Household,0,2,3,Service Sector,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Standard,-0.020614825795013295,-0.21026007608125918,5.0
1c6f68adee9af70a7edcc9becac942637f63af7416617dc304852cac60e3d346,Intervention,0.4191436699857753,0.4670918079096045,55-64,"75,000-99,999",Couple Household,1,3-4,4,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade A,EDF Essentials,-0.04794813792382918,-0.10265249167698635,7.0
1ca380f530b5997b8114cd9244276385c596e44310188e9be58eed8956b288b8,Intervention,0.27706173725771716,0.29438307763830773,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Service Sector,Employed,A Level Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C1,Standard,-0.017321340380590577,-0.0588394568042133,4.0
1cba45029f999f60f75f38ec7ef8e223805c683109d1010a9d2e1b3a4fc3ca31,Intervention,0.20993459302325582,0.19671640407784988,75+,"20,000-29,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,500k+,Social grade B,EDF Essentials,0.01321818894540594,0.067194136693221,5.0
1ed012dbad4a0efc1c5d0cf0b891225fcc12a536202bd1c669add4ea2052c46e,Intervention,0.13493906020558002,0.16469782508098102,45-54,"40,000-49,999",Couple Household,1,2,3,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C1,EDF Essentials,-0.029758764875400995,-0.18068705437226493,5.0
1ef168fe106d8d8e7a01da29b1a1f2269deadb52bcf78aebaed3534c03c038b8,Intervention,0.16168501086169443,0.18026448598130843,35-44,"100,000+",Couple Household,2+,3-4,5+,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade B,EDF Essentials,-0.018579475119613997,-0.10306786175032001,5.0
1ff363f830abdbb011779f1055d42b00207bfcfd2d5b70c401617fa3e2eff0b5,Intervention,0.11367994310099573,0.1670803738317757,65-74,"50,000-74,999",Single Adult Household,0,1,2,Retired,Not Employed,University Degree or Higher,Owner Occupied,Flat or Maisonette,250-500k,Social grade B,Standard,-0.05340043073077998,-0.31960923659738766,5.0
2346bb155a34143745bd2a827f898fec7e49e7c1054743c1ed287294f0834917,Intervention,0.34863390313390313,0.41308255597014926,55-64,"30,000-39,999",Couple Household,0,2,3,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Detached House,150-250k,Social grade C1,Easy Online,-0.06444865283624612,-0.15601881973661313,7.0
24ac39646aa9a259e588efe29a5760c3ccc4575eaf4aa94846cf00ce379e6ae9,Intervention,0.18112375533428166,0.22810951940850277,55-64,"75,000-99,999",Couple Household,2+,3-4,4,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Fix Total Service,-0.046985764074221115,-0.2059789709612168,5.0
25ab67bb3cca4fd6da18ccc5aaf131976efc51e28be47a6d159e85ae2590c63f,Intervention,0.220647226173542,0.21343484288354897,35-44,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,0.0072123832899930185,0.033791967574517,0.0
267e59707715c43da86ae9ca79eb4d52605b9401eafbd0d675f97bc85162f85b,Intervention,0.2612441860465116,0.3293945769050959,45-54,"30,000-39,999",Single Adult Household,1,2,3,Skilled Manual Worker,Employed,GCSE Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C2,EDF Essentials,-0.06815039085858426,-0.20689591036654967,2.0
270ace03157019289e946b903be6be11ce09fda5d2a6fad7dc472d5b29985cfb,Intervention,0.05669976905311778,0.15475671918443,25-34,"30,000-39,999",Single Adult Household,1,2,2,Professional,Employed,University Degree or Higher,Private Renting,Terraced House,100-150k,Social grade C2,Standard,-0.09805695013131224,-0.6336199852780137,1.0
286c0109f719118d54e4b0fe27ff3fd2bd5293bde0ca7f8ae5900778a4cda303,Intervention,0.3323598862019915,0.39034383819379115,55-64,"75,000-99,999",Couple Household,0,2,4,Looking after home,Not Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,-0.057983951991799676,-0.14854583656323225,4.0
28a8fc5390faead619ebc77f708039412a6992810fe41c1399851cb5094205fe,Intervention,0.1999665718349929,0.2523068340306834,55-64,"0-9,999",Single Adult Household,0,1,2,Skilled Manual Worker,Employed,University Degree or Higher,Owner Occupied,Flat or Maisonette,250-500k,Social grade A,EDF Essentials,-0.05234026219569049,-0.20744686681505153,1.0
299e31e49331ce61b18fc7c58a3f559a21c58f691fe07457f6f4871c09a668d9,Intervention,0.526163503649635,0.42553135313531354,45-54,"100,000+",Couple Household,2+,3-4,3,Professional,Employed,GCSE Equivalent,Social Renting,Semi-Detached House,500k+,Social grade C1,Easy Online,0.1006321505143215,0.23648586590121778,0.0
2d97cd8be54d4a48643653c316b7c712586be398f6fa609b77c92b2cb4720407,Intervention,0.37000142247510664,0.25879712918660286,35-44,"100,000+",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,0.11120429328850379,0.4296967807873987,4.0
2ec63f6a1472f5242eb71481dc4500e1897c6e758f1e41e4e333bd83b713cd98,Intervention,0.09689078751857355,0.12651121495327103,65-74,"30,000-39,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C2,EDF Essentials,-0.029620427434697477,-0.23413281933651703,5.0
2f1a91b015a8e548a1bab674e1d3660eb5f13e92cd1736fcfed80cc256dc0ae1,Intervention,0.24823982558139532,0.27849764595103577,65-74,"20,000-29,999",Single Adult Household,0,2,3,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,EDF Essentials,-0.030257820369640448,-0.10864659292294429,5.0
2f9420e16ffb52b850cef494f0b3f25b44385e6216533cf6eebff5301409a7ab,Intervention,0.11359428571428572,0.1676554116558742,55-64,"20,000-29,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,100-150k,Social grade C2,EDF Essentials,-0.054061125941588475,-0.3224538081273103,5.0
3019cb5d8cbbe84a58b4485be239c91ebd0680658a889f63add3d10551ea3421,Intervention,0.15180989956958393,0.13331608133086875,35-44,"20,000-29,999",Couple Household,1,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Terraced House,100-150k,Social grade C2,Essentials Exclusive,0.01849381823871518,0.13872158597893786,5.0
311420612066824139d68820b269141cdb052a664ac9f384edac8c3d287a532f,Intervention,0.10314644970414202,0.09685608170844939,45-54,"20,000-29,999",Single Adult Household,0,1,2,Professional,Employed,GCSE Equivalent,Owner Occupied,Terraced House,100-150k,Social grade C1,Standard,0.006290367995692631,0.06494551384628107,5.0
31da1ff1b27a17571844adcea4121d8f636f55efc4cef172684e112dff010d7f,Intervention,0.2855611664295875,0.34606076066790353,55-64,"50,000-74,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,EDF Essentials,-0.06049959423831602,-0.17482361803040228,1.0
31ea6bd81ed2394299ab56df2b26de366c1480e4a066927d95e5e897328c82a1,Intervention,0.2874606265876376,0.31620214752567694,55-64,"40,000-49,999",Couple Household,0,2,4,Professional,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,EDF Essentials,-0.028741520938039333,-0.09089603332218167,4.0
321251e3c86153a3b986c01d8cb2b20a56da7284a6b36b02caf414673c8b321d,Intervention,0.2850625,0.2478001871782873,55-64,"50,000-74,999",Couple Household,1,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C2,Standard,0.03726231282171269,0.1503724159615069,5.0
33183cc3efb61390d69813ede0a5b59a78055d8555d948dbff227483d46efd80,Intervention,0.19532145454545455,0.2142404115996258,65-74,"40,000-49,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,Deemed,-0.018918957054171265,-0.08830713548817841,7.0
34fa3e34e66c5682a0fc64cea9719817958e4ad0770e70ba7f0dda07da8b1113,Intervention,0.12479340028694404,0.14174205607476634,65-74,"20,000-29,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Flat or Maisonette,150-250k,Social grade C1,Fix Total Service,-0.0169486557878223,-0.11957393773716811,5.0
35286ee2f8408bf0b1e774a0108dd12d4bbd657dde603bf8ff35bad233ca64f4,Intervention,0.1631942857142857,0.18398706099815157,55-64,"50,000-74,999",Couple Household,0,2,5+,Looking after home,Not Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C1,Essentials Exclusive,-0.02079277528386586,-0.1130121605892425,5.0
35495a197b8e56b528431f1cd06d00cab232ebafaef3237033e31b02731675ab,Intervention,0.07393,0.09422335495829472,25-34,"50,000-74,999",Single Adult Household,0,1,1,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade C1,Deemed,-0.02029335495829472,-0.21537499877049587,5.0
35e39cd82d3cc682a8e4694009c6379772ca642dcb4ab3b44791f06931b4743a,Intervention,0.42336684574059863,0.3980930665425779,55-64,"30,000-39,999",Couple Household,0,2,2,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C2,Standard,0.025273779198020707,0.06348711224117126,2.0
38bb852b4ef7210ad7f3b29cd0a88846e87aca930c82c4bdf9278b5a6f97c55e,Intervention,0.24196413199426112,0.2759388915206063,45-54,"40,000-49,999",Couple Household,1,3-4,3,Professional,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade D,Fix Total Service,-0.03397475952634518,-0.12312421543451786,3.0
38f64c9bfb1b70f394b35e78b330ba218c774beca4ee1be4a26f27c1394a3cbf,Intervention,0.1703850533807829,0.17437633907778297,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,EDF Essentials,-0.003991285697000052,-0.02288891783202126,5.0
3a50604bdf00544debe1510fe9ef1d601c91562e69304968d2de0080de56c057,Intervention,0.25017071428571425,0.27738504672897196,55-64,"50,000-74,999",Couple Household,0,2,4,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade B,Standard,-0.027214332443257716,-0.09811030826707959,4.0
3af24bc9ffbd9d2836ed5b1757ca1a4847b4631ec16a5aa77c93cb5e37f934c6,Intervention,0.17461735419630156,0.1486626168224299,75+,"40,000-49,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Standard,0.02595473737387166,0.17458819122545988,5.0
3b8b66d75d4e06ce9a63c9317a3dd2fd88cb462f9bdbd6e12ee7e4795c7d48ac,Intervention,0.16930778588807785,0.20385714285714288,35-44,"75,000-99,999",Couple Household,1,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Fix Total Service,-0.034549356969065026,-0.16947827525119494,5.0
3c84c1c002f7e8616fc30c34e98f7ab5340bb02365b95de672c95a8ddf3111b5,Intervention,0.23695857142857144,0.2961686802973978,55-64,"30,000-39,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,Deemed,-0.059210108868826355,-0.19992022387164815,2.0
3d27c198d9e3f937a4ac5d52e5ece15b523e7cdc8e050fabc003a6b3a7debdd5,Intervention,0.14222759601706972,0.12404448563484707,65-74,"100,000+",Couple Household,0,2,4,Retired,Not Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Fix Total Service,0.018183110382222645,0.14658539869114967,5.0
3e29bc39cea3488408e731341aea6b95bd9039bf5d7d7074a2b80cd212ff1ae3,Intervention,0.09378783490224474,0.11489252336448598,55-64,"75,000-99,999",Couple Household,0,3-4,3,Office Worker,Employed,A Level Equivalent,Owner Occupied,Terraced House,250-500k,Social grade C1,EDF Essentials,-0.02110468846224124,-0.1836907036612692,5.0
3f16d3eb53fd16affeed228cb883e02c4a718d6d7fb427edd50a4c0537531bc9,Intervention,0.179151493598862,0.17180762081784387,65-74,"20,000-29,999",Single Adult Household,0,1,2,Retired,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,250-500k,Social grade C1,Standard,0.00734387278101814,0.04274474406932366,2.0
3f4cb60b83e643eb8387b0680679664e9c847c5ebf82b4e504059efe62b0c07a,Intervention,0.15082491103202847,0.3527049952874647,35-44,"50,000-74,999",Couple Household,2+,3-4,2,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade B,Deemed,-0.20188008425543622,-0.572376595037726,0.0
41da73379833370d100bb33fa7d75ac16ea666cf07ffcb2e9b7af0e9e8da1e2f,Intervention,0.32942958748221907,0.31863530507685145,55-64,"50,000-74,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,EDF Essentials,0.010794282405367617,0.03387660511368679,4.0
43c65047616e04e8c4a1683c27bc5a7fea2fbda7af8357f07929202375be57a6,Intervention,0.0967921686746988,0.27949349442379184,75+,"10,000-19,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Standard,-0.18270132574909304,-0.6536872213278271,4.0
455d9e9c113ead1f0e8f5c2054b060b33581a25131ff2827de9d3a310bf6ba80,Intervention,0.1158343023255814,0.22529518072289156,55-64,"50,000-74,999",Couple Household,0,2,4,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Standard,-0.10946087839731017,-0.4858553922284951,1.0
463ba6524ce846be480783b96a2779b5a789d37bdacf863d028688674834230b,Intervention,0.25717214285714285,0.40278564727954974,45-54,"50,000-74,999",Couple Household,1,3-4,4,Professional,Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C1,Easy Online,-0.1456135044224069,-0.36151612006508554,2.0
466c8096353f6991d7afe6c1668eaf21d09b6ec04542fabb1a864ca903a2a15f,Intervention,0.25711843202668894,0.30034263133426314,55-64,"50,000-74,999",Couple Household,0,2,3,Service Sector,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Standard,-0.04322419930757421,-0.14391629691579913,1.0
473f4cf9e2f997e57415645f1dbfabc2f1a39554694b11cc30d4496c9289459e,Intervention,0.028743589743589742,0.16003894230769233,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Deemed,-0.1312953525641026,-0.8203962777489053,5.0
4828005e0b4d836aa42d6e9d1612e129ae178c8316da959ff6108fb2e6ae9f98,Intervention,0.2906635846372688,0.32640245051837885,25-34,"40,000-49,999",Couple Household,1,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,150-250k,Social grade C1,EDF Essentials,-0.03573886588111003,-0.10949325234645463,4.0
48484543e126b4b019faf010b699d9dc630d42d013dc1c90f8c3a5471d29db1d,Intervention,0.4014759124087592,0.35444485807352255,55-64,"100,000+",Couple Household,0,2,5+,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade B,Standard,0.04703105433523663,0.1326893401440767,1.0
48f2e4b516d32563e5d1e1b40530764aa69800066ace23c18f9b0e584f8a3959,Intervention,0.2921382823871907,0.31454305555555556,65-74,"20,000-29,999",Single Adult Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,Standard,-0.022404773168364867,-0.07122959090224666,7.0
49d5a2aaa27fffe58ca19a683429e6fb882898fb83e11892e245b5bdfff2791e,Intervention,0.2872311522048364,0.2676186283595922,45-54,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Standard,0.0196125238452442,0.07328534626106581,1.0
4c30c680e605ecdb971319bb0afacfff578531c4543605a48cf663ec4f0b75b9,Intervention,0.12672317596566524,0.13658711770157553,65-74,"20,000-29,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Standard,-0.009863941735910292,-0.07221721859203206,5.0
4c886091f60572831040da492bcd56fcdbc97befa7e3cbeab0fd60473a35f11f,Intervention,0.28208142857142854,0.25929648473635525,65-74,"20,000-29,999",Couple Household,0,2,3,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Semi-Detached House,100-150k,Social grade C2,Standard,0.02278494383507329,0.08787216632821045,7.0
4eb86ddef4daa0b6334efc728e81faba9a73122b5512c8fde617bf40e87625d8,Intervention,0.25464864864864867,0.2728437644877144,45-54,"75,000-99,999",Couple Household,1,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C1,Deemed,-0.018195115839065745,-0.06668694031996114,5.0
4f8dd10cda8d1444c500dfa8a7b32a8668720e01fb3166d0b80e7ef9cd94ecef,Intervention,0.08132099644128114,0.08915477293790547,75+,"20,000-29,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C1,Standard,-0.007833776496624326,-0.0878671577356873,5.0
52b1bd70ed98b74f8849bb3889d355517974548db7520d23decc9be3bbcf415c,Intervention,0.19320729927007302,0.2667132284921369,45-54,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade B,Engage,-0.07350592922206389,-0.2755991130909765,1.0
52f5582a36b710c9e8baef5a779b003a2089cf235611f44ae9714546a3bfa604,Intervention,0.11689244186046512,0.1352680412371134,65-74,"30,000-39,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,-0.018375599376648274,-0.13584583031284833,5.0
54275d17b70dad760ff79832825a83cdaa225614b440bb7fa4a8523ae5d68230,Intervention,0.9271802325581395,0.31048771441817336,65-74,"100,000+",Couple Household,2+,3-4,4,Student,Not Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Deemed,0.6166925181399662,1.986205860980985,0.0
54ab270b13663467348ec841e3762c48194e005b902b2346eaa8fff4c348b246,Intervention,0.10204857142857142,0.10568582020389249,65-74,"20,000-29,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C1,EDF Essentials,-0.003637248775321067,-0.03441567438568362,5.0
55772769f77af9ab32bd3616deed410c99fd44bc99fc91cbfe5fda649ec84bd8,Intervention,0.19579181622397704,0.2528852913968548,18-24,"50,000-74,999",Couple Household,2+,3-4,3,Director/Managerial,Employed,University Degree or Higher,Private Renting,Terraced House,500k+,Social grade C1,Deemed,-0.057093475172877745,-0.22576827168362484,1.0
559c0f805b4b175cb9ab7be6673f3c5dc7829e62d24c12d8427e38741564ee76,Intervention,0.23356543385490752,0.23511069418386493,55-64,"40,000-49,999",Couple Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,EDF Essentials,-0.0015452603289574096,-0.0065724799729822625,0.0
55e3d9c9d9ceb8ccf2d0680e3e12596262386495b321d3e30c539611e3d6e777,Intervention,0.27673372781065086,0.254003300330033,45-54,"75,000-99,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,EDF Essentials,0.022730427480617876,0.08948870920607586,1.0
55e8573f1ef1059e810e3897d68b55eb8357fb22b5aeab32f02802f3d9060f67,Intervention,0.39390042674253195,0.41078624535315983,65-74,"30,000-39,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,EDF Essentials,-0.01688581861062788,-0.041106095449011094,4.0
56b40dc556a83eff76927cc1495a6926a600370857e7d3436a1f3d3457d2550b,Intervention,0.14690611664295875,0.18597032916087158,55-64,"20,000-29,999",Single Adult Household,0,1,2,Service Sector,Employed,GCSE Equivalent,Private Renting,Terraced House,0-100k,Social grade D,EDF Essentials,-0.03906421251791284,-0.2100561562383469,5.0
577b2a21181d447a10274a4a129bbf2f2b6804195117ab0f4a9377a822826dc1,Intervention,0.1377958748221906,0.1202012053778396,55-64,"40,000-49,999",Single Adult Household,0,1,2,Student,Not Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,Standard,0.017594669444351008,0.14637681368538735,5.0
581648a5613ca342be2c277c7b1ad218786b95047c0097c20754ca180c61836e,Intervention,0.11397142857142857,0.14348246844319776,55-64,"50,000-74,999",Couple Household,2+,3-4,4,Professional,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Standard,-0.029511039871769187,-0.2056769735840731,5.0
585dae8d04058ba2ca1eeeea8b15002f5892173742cd33072b1bb03ae5b31941,Intervention,0.3547204836415363,0.4291820754716981,65-74,"75,000-99,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,-0.07446159183016182,-0.17349650902434322,0.0
58d9e085c7a3edb688caf1807825f30158e86f8c858f814efcf34f443f5ae0ff,Intervention,0.20723880597014924,0.22740843764487714,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,Standard,-0.020169631674727906,-0.08869341825488888,7.0
